"","worms_id","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_init"
"433","140199","Animalia","Mollusca","Polyplacophora","Lepidopleurida","Leptochitonidae","Leptochiton","Leptochiton asellus","Leptochiton asellus"
"434","141916","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Gouldia","Gouldia minima","Gouldia minima"
"435","129784","Animalia","Annelida","Polychaeta","Terebellida","Ampharetidae","Amphicteis","Amphicteis gunneri","Amphicteis gunneri"
"436","102046","Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","Microdeutopus","Microdeutopus chelifer","Microdeutopus chelifer"
"437","150521","Animalia","Arthropoda","Pycnogonida","Pantopoda","Ammotheidae","Achelia","Achelia hispida","Achelia hispida"
"438","103929","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Styela clava","Styela clava"
"439","140103","Animalia","Mollusca","Bivalvia","Adapedonta","Hiatellidae","Hiatella","Hiatella arctica","Hiatella arctica"
"440","102437","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa","Jassa pusilla","Jassa pusilla"
"441","100809","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","Anthopleura ballii","Anthopleura ballii"
"442","119046","Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Idotea","Idotea linearis","Idotea linearis"
"443","134723","Animalia","Arthropoda","Pycnogonida","Pantopoda","Phoxichilidiidae","Anoplodactylus","Anoplodactylus petiolatus","Anoplodactylus petiolatus"
"444","103483","Animalia","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidia",NA,"Ascidia sp."
"445","124201","Animalia","Echinodermata","Crinoidea","Comatulida","Antedonidae","Antedon","Antedon bifida","Antedon bifida"
"446","103524","Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","Pyura",NA,"Pyura spp."
"447","141138","Animalia","Mollusca","Gastropoda","Cephalaspidea","Retusidae","Retusa","Retusa truncatula","Retusa truncatula"
"448","100803","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Actinia","Actinia equina","Actinia equina"
"449","152367","Animalia","Annelida","Polychaeta","Terebellida","Pectinariidae","Lagis","Lagis koreni","Lagis koreni"
"450","130136","Animalia","Annelida","Polychaeta","Phyllodocida","Goniadidae","Glycinde","Glycinde nordmanni","Glycinde nordmanni"
"451","103717","Animalia","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidia","Ascidia virginea","Ascidia virginea"
"452","1477356","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Steromphala","Steromphala tumida","Steromphala tumida"
"453","150563","Animalia","Arthropoda","Pycnogonida","Pantopoda","Callipallenidae","Callipallene","Callipallene emaciata","Callipallene emaciata"
"454","103724","Animalia","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Phallusia","Phallusia mammillata","Phallusia mammillata"
"455","423508","Animalia","Arthropoda","Malacostraca","Amphipoda","Melitidae","Megamoera","Megamoera dentata","Megamoera dentata"
"456","140104","Animalia","Mollusca","Bivalvia","Adapedonta","Hiatellidae","Hiatella","Hiatella rugosa","Hiatella rugosa"
"457","181349","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Papillicardium","Papillicardium papillosum","Papillicardium papillosum"
"458","234851","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Alitta","Alitta virens","Alitta virens"
"459","140405","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Ocenebra","Ocenebra erinaceus","Ocenebra erinaceus"
"460","137954","Animalia","Mollusca","Gastropoda","Nudibranchia","Eubranchidae","Eubranchus",NA,"Eubranchus sp."
"461","130067","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Eunice","Eunice vittata","Eunice vittata"
"462","130266","Animalia","Annelida","Polychaeta",NA,"Magelonidae","Magelona","Magelona alleni","Magelona alleni"
"463","134714","Animalia","Arthropoda","Pycnogonida","Pantopoda","Phoxichilidiidae","Anoplodactylus","Anoplodactylus angulatus","Anoplodactylus angulatus"
"464","102347","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia obesa","Iphimedia obesa"
"465","110445","Animalia","Arthropoda","Malacostraca","Cumacea","Bodotriidae","Bodotria","Bodotria scorpioides","Bodotria scorpioides"
"466","102984","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Metaphoxus","Metaphoxus simplex","Metaphoxus simplex"
"467","1133","Animalia","Arthropoda","Malacostraca","Tanaidacea",NA,NA,NA,"Tanaidacea spp."
"468","141291","Animalia","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Manzonia","Manzonia crassa","Manzonia crassa"
"469","130198","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Syllidia","Syllidia armata","Syllidia armata"
"470","102383","Animalia","Arthropoda","Malacostraca","Amphipoda","Photidae","Photis","Photis longicaudata","Photis longicaudata"
"471","130749","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Gattyana","Gattyana cirrhosa","Gattyana cirrhosa"
"472","152448","Animalia","Annelida","Polychaeta","Terebellida","Pectinariidae","Amphictene","Amphictene auricoma","Amphictene auricoma"
"473","130921","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Jasmineira","Jasmineira elegans","Jasmineira elegans"
"474","138339","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine",NA,"Philine spp."
"475","130426","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Websterinereis","Websterinereis glauca","Websterinereis glauca"
"476","118917","Animalia","Arthropoda","Malacostraca","Isopoda","Limnoriidae","Limnoria","Limnoria lignorum","Limnoria lignorum"
"477","139476","Animalia","Mollusca","Gastropoda","Cephalaspidea","Cylichnidae","Cylichna","Cylichna cylindracea","Cylichna cylindracea"
"478","141741","Animalia","Mollusca","Gastropoda","Littorinimorpha","Triviidae","Trivia","Trivia arctica","Trivia arctica"
"479","126888","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Gobius","Gobius cruentatus","Gobius cruentatus"
"480","605957","Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Parthenina","Parthenina indistincta","Parthenina indistincta"
"481","139718","Animalia","Mollusca","Gastropoda","[unassigned] Caenogastropoda","Epitoniidae","Epitonium","Epitonium clathratulum","Epitonium clathratulum"
"482","140589","Animalia","Mollusca","Bivalvia","Nuculida","Nuculidae","Nucula","Nucula nitidosa","Nucula nitidosa"
"483","134591","Animalia","Arthropoda","Pycnogonida","Pantopoda","Nymphonidae","Nymphon",NA,"Nymphon sp."
"484","107507","Animalia","Arthropoda","Malacostraca","Decapoda","Thoridae","Eualus","Eualus pusiolus","Eualus pusiolus"
"485","118474","Animalia","Arthropoda","Malacostraca","Isopoda","Anthuridae","Cyathura","Cyathura carinata","Cyathura carinata"
"486","101509","Animalia","Arthropoda","Malacostraca","Amphipoda","Calliopiidae","Apherusa",NA,"Apherusa sp."
"487","120180","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Praunus","Praunus neglectus","Praunus neglectus"
"488","410749","Animalia","Annelida",NA,"Sipuncula","Golfingiidae","Phascolion","Phascolion (Phascolion) strombus","Phascolion (Phascolion) strombus strombus"
"489","330500","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Petaloproctus","Petaloproctus terricolus","Petaloproctus terricolus"
"490","152378","Animalia","Mollusca","Bivalvia",NA,"Thraciidae","Thracia","Thracia phaseolina","Thracia phaseolina"
"491","123574","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura",NA,"Ophiura sp."
"492","835646","Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Parthenina","Parthenina terebellum","Parthenina terebellum"
"493","416615","Animalia","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Alvania","Alvania beanii","Alvania beanii"
"494","138957","Animalia","Mollusca","Gastropoda","Littorinimorpha","Caecidae","Caecum","Caecum trachea","Caecum trachea"
"495","141909","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Clausinella","Clausinella fasciata","Clausinella fasciata"
"496","141911","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Dosinia","Dosinia exoleta","Dosinia exoleta"
"497","124273","Animalia","Echinodermata","Echinoidea","Echinolampadacea","Fibulariidae","Echinocyamus","Echinocyamus pusillus","Echinocyamus pusillus"
"498","182818","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eumida","Eumida parva","Eumida parva"
"499","131288","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Eurysyllis","Eurysyllis tuberculata","Eurysyllis tuberculata"
"500","140868","Animalia","Mollusca","Bivalvia","Cardiida","Psammobiidae","Gari","Gari costulata","Gari costulata"
"501","140873","Animalia","Mollusca","Bivalvia","Cardiida","Psammobiidae","Gari","Gari tellinella","Gari tellinella"
"502","130123","Animalia","Annelida","Polychaeta","Phyllodocida","Glyceridae","Glycera","Glycera lapidum","Glycera lapidum"
"503","129296","Animalia","Annelida","Polychaeta","Phyllodocida","Glyceridae","Glycera",NA,"Glycera spp."
"504","138831","Animalia","Mollusca","Bivalvia","Carditida","Astartidae","Goodallia","Goodallia triangularis","Goodallia triangularis"
"505","129496","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Lepidonotus",NA,"Lepidonotus spp."
"506","147007","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Malmgrenia","Malmgrenia mcintoshi","Malmgrenia mcintoshi"
"507","382226","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,"Opisthobranchia"
"508","534781","Animalia","Arthropoda","Malacostraca","Amphipoda","Maeridae","Othomaera","Othomaera othonis","Othomaera othonis"
"509","130714","Animalia","Annelida","Polychaeta",NA,"Polygordiidae","Polygordius","Polygordius lacteus","Polygordius lacteus"
"510","152249","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Psamathe","Psamathe fusca","Psamathe fusca"
"511","130683","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Pseudomystides","Pseudomystides limbata","Pseudomystides limbata"
"512","139975","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Puncturella","Puncturella noachina","Puncturella noachina"
"513","129680","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis",NA,"Syllis spp."
"514","131574","Animalia","Annelida","Polychaeta","Terebellida","Trichobranchidae","Trichobranchus","Trichobranchus glacialis","Trichobranchus glacialis"
"515","335849","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Trypanosyllis","Trypanosyllis (Trypanosyllis) coeliaca","Trypanosyllis (Trypanosyllis) coeliaca"
"516","176808","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae",NA,NA,"Uristidae spp."
"517","138952","Animalia","Mollusca","Gastropoda","Littorinimorpha","Caecidae","Caecum","Caecum glabrum","Caecum glabrum"
"518","1389226","Animalia","Mollusca","Gastropoda","Neogastropoda","Raphitomidae","Cyrillia","Cyrillia linearis","Cyrillia linearis"
"519","129653","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Eusyllis",NA,"Eusyllis spp."
"520","130158","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Hesione","Hesione splendida","Hesione splendida"
"521","140161","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Kellia","Kellia suborbicularis","Kellia suborbicularis"
"522","139004","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Laevicardium","Laevicardium crassum","Laevicardium crassum"
"523","140172","Animalia","Mollusca","Gastropoda","Littorinimorpha","Velutinidae","Lamellaria","Lamellaria latens","Lamellaria latens"
"524","793","Animalia","Platyhelminthes",NA,NA,NA,NA,NA,"Platyhelminthes spp."
"525","124319","Animalia","Echinodermata","Echinoidea","Camarodonta","Parechinidae","Psammechinus","Psammechinus miliaris","Psammechinus miliaris"
"526","131436","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis hyalina","Syllis hyalina"
"527","191","Animalia","Mollusca","Gastropoda","Nudibranchia","Facelinidae",NA,NA,"Facelinidae"
"528","138749","Animalia","Mollusca","Bivalvia","Pectinida","Anomiidae","Heteranomia","Heteranomia squamula","Heteranomia squamula"
"529","130659","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Nereiphylla","Nereiphylla rubiginosa","Nereiphylla rubiginosa"
"530","129838","Animalia","Annelida","Polychaeta","Amphinomida","Amphinomidae","Pareurythoe","Pareurythoe borealis","Pareurythoe borealis"
"531","130113","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Pherusa","Pherusa plumosa","Pherusa plumosa"
"532","129455","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Phyllodoce",NA,"Phyllodoce spp."
"533","130686","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Pterocirrus","Pterocirrus macroceros","Pterocirrus macroceros"
"534","107441","Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae","Xantho","Xantho pilipes","Xantho pilipes"
"535","130071","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Lysidice","Lysidice ninetta","Lysidice ninetta"
"536","151894","Animalia","Mollusca","Gastropoda","Littorinimorpha","Naticidae","Euspira","Euspira nitida","Euspira nitida"
"537","195919","Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Folinella","Folinella excavata","Folinella excavata"
"538","141647","Animalia","Mollusca","Bivalvia",NA,"Thraciidae","Thracia","Thracia distorta","Thracia distorta"
"539","754208","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Idunella","Idunella mollis","Idunella mollis"
"540","141577","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Arcopagia","Arcopagia crassa","Arcopagia crassa"
"541","386411","Animalia","Mollusca","Polyplacophora","Chitonida","Tonicellidae","Boreochiton","Boreochiton ruber","Boreochiton ruber"
"542","104906","Animalia","Chordata","Leptocardii",NA,"Branchiostomatidae","Branchiostoma","Branchiostoma lanceolatum","Branchiostoma lanceolatum"
"543","148560","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Socarnes","Socarnes erythrophthalmus","Socarnes erythrophthalmus"
"544","107440","Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae","Xantho","Xantho hydrophilus","Xantho hydrophilus"
"545","130156","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Gyptis","Gyptis propinqua","Gyptis propinqua"
"546","102345","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia minuta","Iphimedia minuta"
"547","129745","Animalia","Annelida","Polychaeta","Terebellida","Acrocirridae","Macrochaeta","Macrochaeta clavicornis","Macrochaeta clavicornis"
"548","102630","Animalia","Arthropoda","Malacostraca","Amphipoda","Opisidae","Normanion","Normanion quadrimanus","Normanion quadrimanus"
"549","130707","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Pisione","Pisione remota","Pisione remota"
"550","140571","Animalia","Mollusca","Bivalvia","Arcida","Noetiidae","Striarca","Striarca lactea","Striarca lactea"
"551","155375","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eulalia","Eulalia clavigera","Eulalia clavigera"
"552","141864","Animalia","Mollusca","Gastropoda","Neogastropoda","Horaiclavidae","Haedropleura","Haedropleura septangularis","Haedropleura septangularis"
"553","138117","Animalia","Mollusca","Polyplacophora","Lepidopleurida","Leptochitonidae","Leptochiton",NA,"Leptochiton sp."
"554","876588","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Phascoliophila","Phascoliophila phascolionis","Phascoliophila phascolionis"
"555","238648","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis krohnii","Syllis krohnii"
"556","101967","Animalia","Arthropoda","Malacostraca","Amphipoda","Amphilochidae","Amphilochus","Amphilochus manudens","Amphilochus manudens"
"557","130631","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eulalia","Eulalia mustela","Eulalia mustela"
"558","139965","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Emarginula","Emarginula rosea","Emarginula rosea"
"559","130722","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Alentia","Alentia gelatinosa","Alentia gelatinosa"
"560","102351","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia spatula","Iphimedia spatula"
"561","110368","Animalia","Annelida","Polychaeta","Echiuroidea","Bonelliidae","Maxmuelleria","Maxmuelleria lankesteri","Maxmuelleria lankesteri"
"562","131328","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Odontosyllis","Odontosyllis gibba","Odontosyllis gibba"
"563","130523","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Orbinia","Orbinia sertulata","Orbinia sertulata"
"564","140300","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula","Spisula elliptica","Spisula elliptica"
"565","131458","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis variegata","Syllis variegata"
"566","140301","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula","Spisula solida","Spisula solida"
"567","107274","Animalia","Arthropoda","Malacostraca","Decapoda","Atelecyclidae","Atelecyclus","Atelecyclus undecimdentatus","Atelecyclus undecimdentatus"
"568","333615","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Hesiospina","Hesiospina aurantiaca","Hesiospina aurantiaca"
"569","122419","Animalia","Nemertea","Hoplonemertea","Monostilifera","Tetrastemmatidae","Tetrastemma",NA,"Tetrastemma spp."
"570","131107","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Aonides","Aonides paucibranchiata","Aonides paucibranchiata"
"571","129854","Animalia","Annelida","Polychaeta","Eunicida","Oenonidae","Arabella","Arabella iricolor","Arabella iricolor"
"572","130185","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Nereimyra","Nereimyra punctata","Nereimyra punctata"
"573","110375","Animalia","Annelida","Polychaeta","Echiuroidea","Thalassematidae","Thalassema","Thalassema thalassema","Thalassema thalassema"
"574","130661","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Notophyllum","Notophyllum foliosum","Notophyllum foliosum"
"575","130584","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Paradoneis","Paradoneis ilvana","Paradoneis ilvana"
"576","129914","Animalia","Annelida","Polychaeta",NA,"Chaetopteridae","Chaetopterus","Chaetopterus variopedatus","Chaetopterus variopedatus"
"577","130103","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Flabelligera","Flabelligera affinis","Flabelligera affinis"
"578","141917","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Irus","Irus irus","Irus irus"
"579","988","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae",NA,NA,"Serpulidae"
"580","138878","Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","Buccinum undatum","Buccinum undatum"
"581","123803","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Marthasterias","Marthasterias glacialis","Marthasterias glacialis"
"582","129445","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eulalia",NA,"Eulalia spp."
"583","138751","Animalia","Mollusca","Bivalvia","Pectinida","Anomiidae","Pododesmus","Pododesmus patelliformis","Pododesmus patelliformis"
"584","129240","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Aphelochaeta",NA,"Aphelochaeta spp."
"585","138680","Animalia","Mollusca","Gastropoda","Littorinimorpha","Eulimidae","Aclis","Aclis gulsonae","Aclis gulsonae"
"586","101581","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Idunella",NA,"Idunella sp."
"587","140295","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Lutraria","Lutraria lutraria","Lutraria lutraria"
"588","139832","Animalia","Mollusca","Gastropoda","Littorinimorpha","Eulimidae","Melanella","Melanella alba","Melanella alba"
"589","129659","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Myrianida",NA,"Myrianida spp."
"590","139903","Animalia","Mollusca","Gastropoda","Littorinimorpha","Eulimidae","Vitreolina","Vitreolina philippi","Vitreolina philippi"
"591","130690","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Sige","Sige fusigera","Sige fusigera"
"592","102483","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Liljeborgia","Liljeborgia kinahani","Liljeborgia kinahani"
"593","124929","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura","Ophiura ophiura","Ophiura ophiura"
"594","102771","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Tryphosella","Tryphosella sarsi","Tryphosella sarsi"
"595","129301","Animalia","Annelida","Polychaeta","Phyllodocida","Goniadidae","Goniadella",NA,"Goniadella spp."
"596","147008","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Malmgrenia","Malmgrenia andreapolis","Malmgrenia andreapolis"
"597","137349","Animalia","Annelida","Clitellata","Enchytraeida","Enchytraeidae","Grania",NA,"Grania sp."
"598","141912","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Dosinia","Dosinia lupinus","Dosinia lupinus"
"599","2081","Animalia","Chaetognatha",NA,NA,NA,NA,NA,"Chaetognatha"
"600","102629","Animalia","Arthropoda","Malacostraca","Amphipoda","Opisidae","Normanion","Normanion chevreuxi","Normanion chevreuxi"
"601","118437","Animalia","Arthropoda","Malacostraca","Isopoda","Gnathiidae","Gnathia",NA,"Gnathia spp."
"602","903","Animalia","Annelida","Polychaeta",NA,"Paraonidae",NA,NA,"Paraonidae spp."
"603","153952","Animalia","Mollusca","Bivalvia","Limida","Limidae","Limaria","Limaria loscombi","Limaria loscombi"
"604","336835","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Stylarioides","Stylarioides moniliferus","Stylarioides moniliferus"
"605","130769","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe imbricata","Harmothoe imbricata"
"606","140025","Animalia","Mollusca","Bivalvia","Arcida","Glycymerididae","Glycymeris","Glycymeris glycymeris","Glycymeris glycymeris"
"607","141715","Animalia","Mollusca","Gastropoda","[unassigned] Caenogastropoda","Triphoridae","Marshallora","Marshallora adversa","Marshallora adversa"
"608","101888","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca armoricana","Ampelisca armoricana"
"609","130785","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe viridis","Harmothoe viridis"
"610","140176","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Lasaea","Lasaea rubra","Lasaea rubra"
"611","102348","Animalia","Arthropoda","Malacostraca","Amphipoda","Iphimediidae","Iphimedia","Iphimedia perplexa","Iphimedia perplexa"
"612","142229","Animalia","Platyhelminthes",NA,"Polycladida","Leptoplanidae","Leptoplana",NA,"Leptoplana spp."
"613","142820","Animalia","Platyhelminthes",NA,"Polycladida","Euryleptidae","Prostheceraeus","Prostheceraeus vittatus","Prostheceraeus vittatus"
"614","140294","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Lutraria","Lutraria angustior","Lutraria angustior"
"615","107199","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Diogenes","Diogenes pugilator","Diogenes pugilator"
"616","102795","Animalia","Arthropoda","Malacostraca","Amphipoda","Cheirocratidae","Cheirocratus","Cheirocratus intermedius","Cheirocratus intermedius"
"617","731943","Animalia","Echinodermata","Holothuroidea","Holothuriida","Holothuriidae",NA,NA,"Holothuriidae"
"618","107301","Animalia","Arthropoda","Malacostraca","Decapoda","Leucosiidae","Ebalia","Ebalia tuberosa","Ebalia tuberosa"
"619","118454","Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Idotea",NA,"Idotea spp."
"620","1082","Animalia","Arthropoda","Thecostraca",NA,NA,NA,NA,"Cirripedia"
"621","931","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae",NA,NA,"Phyllodocidae spp."
"622","141811","Animalia","Mollusca","Gastropoda","Trochida","Trochidae","Jujubinus","Jujubinus montagui","Jujubinus montagui"
"623","141651","Animalia","Mollusca","Bivalvia",NA,"Thraciidae","Thracia","Thracia villosiuscula","Thracia villosiuscula"
"624","125027","Animalia","Echinodermata","Ophiuroidea","Ophiacanthida","Ophiotomidae","Ophiocomina","Ophiocomina nigra","Ophiocomina nigra"
"625","107273","Animalia","Arthropoda","Malacostraca","Decapoda","Atelecyclidae","Atelecyclus","Atelecyclus rotundatus","Atelecyclus rotundatus"
"626","102485","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Liljeborgia","Liljeborgia pallida","Liljeborgia pallida"
"627","129661","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Opisthodonta",NA,"Opisthodonta spp."
"628","140737","Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Phaxas","Phaxas pellucidus","Phaxas pellucidus"
"629","102981","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Metaphoxus","Metaphoxus fultoni","Metaphoxus fultoni"
"630","118973","Animalia","Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","Sphaeroma","Sphaeroma serratum","Sphaeroma serratum"
"631","140627","Animalia","Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Acanthodoris","Acanthodoris pilosa","Acanthodoris pilosa"
"632","138752","Animalia","Mollusca","Bivalvia","Pectinida","Anomiidae","Pododesmus","Pododesmus squama","Pododesmus squama"
"633","124645","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Ocnus","Ocnus lacteus","Ocnus lacteus"
"634","123776","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","Asterias rubens"
"635","141908","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Chamelea","Chamelea striatula","Chamelea striatula"
"636","155194","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Malmgrenia","Malmgrenia lunulata","Malmgrenia lunulata"
"637","879714","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Asbjornsenia","Asbjornsenia pygmaea","Asbjornsenia pygmaea"
"638","130624","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eulalia","Eulalia bilineata","Eulalia bilineata"
"639","131459","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Syllis","Syllis vittata","Syllis vittata"
"640","140812","Animalia","Mollusca","Gastropoda","Pleurobranchida","Pleurobranchidae","Berthella","Berthella plumula","Berthella plumula"
"641","139623","Animalia","Mollusca","Gastropoda","Nudibranchia","Dorididae","Doris","Doris verrucosa","Doris verrucosa"
"642","131009","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae","Hydroides","Hydroides norvegica","Hydroides norvegica"
"643","131676","Animalia","Porifera","Demospongiae","Suberitida","Suberitidae",NA,NA,"Suberitidae"
"644","130636","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Eulalia","Eulalia tripunctata","Eulalia tripunctata"
"645","123613","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Amphiura",NA,"Amphiura spp."
"646","123920","Animalia","Echinodermata","Asteroidea","Paxillosida","Luidiidae","Luidia","Luidia ciliaris","Luidia ciliaris"
"647","129975","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Protocirrineris","Protocirrineris chrysoderma","Protocirrineris chrysoderma"
"648","129141","Animalia","Annelida","Polychaeta","Terebellida","Acrocirridae","Macrochaeta",NA,"Macrochaeta sp."
