"worms_id","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_init"
"1131","Animalia","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,"Isopoda"
"102431","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa","Jassa falcata","Jassa falcata"
"110809","Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Lichenoporidae",NA,NA,"Lichenoporidae"
"102433","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa","Jassa marmorata","Jassa marmorata"
"102483","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Liljeborgia","Liljeborgia kinahani","Liljeborgia kinahani"
"102437","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa","Jassa pusilla","Jassa pusilla"
"102485","Animalia","Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Liljeborgia","Liljeborgia pallida","Liljeborgia pallida"
"153952","Animalia","Mollusca","Bivalvia","Limida","Limidae","Limaria","Limaria loscombi","Limaria loscombi"
"140242","Animalia","Mollusca","Bivalvia","Limida","Limidae","Limatula","Limatula subauriculata","Limatula subauriculata"
"122358","Animalia","Nemertea","Pilidiophora","Heteronemertea","Lineidae","Lineus",NA,"Lineus"
"106925","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus",NA,"Liocarcinus"
"107386","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus","Liocarcinus corrugatus","Liocarcinus corrugatus"
"107387","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus","Liocarcinus depurator","Liocarcinus depurator"
"107388","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus","Liocarcinus holsatus","Liocarcinus holsatus"
"107390","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus","Liocarcinus marmoreus","Liocarcinus marmoreus"
"107392","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus","Liocarcinus navigator","Liocarcinus navigator"
"107393","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Liocarcinus","Liocarcinus pusillus","Liocarcinus pusillus"
"1036014","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Loimia","Loimia ramzega","Loimia ramzega"
"875379","Animalia","Mollusca","Bivalvia","Lucinida","Lucinidae","Loripes","Loripes orbiculatus","Loripes orbiculatus"
"111799","Animalia","Entoprocta",NA,NA,"Loxosomatidae","Loxosomella",NA,"Loxosomella spp."
"111878","Chromista","Ciliophora","Heterotrichea","Heterotrichida","Folliculinidae","Lagotia","Lagotia viridis","Lagotia viridis"
"140282","Animalia","Mollusca","Bivalvia","Lucinida","Lucinidae","Lucinella","Lucinella divaricata","Lucinella divaricata"
"140283","Animalia","Mollusca","Bivalvia","Lucinida","Lucinidae","Lucinoma","Lucinoma borealis","Lucinoma borealis"
"129613","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Laonice",NA,"Laonice"
"967","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae",NA,NA,"Lumbrineridae spp."
"130235","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrineriopsis","Lumbrineriopsis paradoxa","Lumbrineriopsis paradoxa"
"129337","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrineris",NA,"Lumbrineris spp."
"140176","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Lasaea","Lasaea rubra","Lasaea rubra"
"742177","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Leodice","Leodice torquata","Leodice torquata"
"140294","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Lutraria","Lutraria angustior","Lutraria angustior"
"140295","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Lutraria","Lutraria lutraria","Lutraria lutraria"
"140291","Animalia","Mollusca","Bivalvia",NA,"Lyonsiidae","Lyonsia","Lyonsia norwegica","Lyonsia norwegica"
"101620","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Lysianassa",NA,"Lysianassa"
"102605","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Lysianassa","Lysianassa ceratina","Lysianassa ceratina"
"102607","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Lysianassa","Lysianassa insperata","Lysianassa insperata"
"102611","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Lysianassa","Lysianassa plumosa","Lysianassa plumosa"
"130071","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Lysidice","Lysidice ninetta","Lysidice ninetta"
"101470","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Leptocheirus",NA,"Leptocheirus"
"742232","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Lysidice","Lysidice unicornis","Lysidice unicornis"
"131500","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Lysilla","Lysilla loveni","Lysilla loveni"
"107528","Animalia","Arthropoda","Malacostraca","Decapoda","Lysmatidae","Lysmata","Lysmata seticaudata","Lysmata seticaudata"
"129745","Animalia","Annelida","Polychaeta","Terebellida","Acrocirridae","Macrochaeta","Macrochaeta clavicornis","Macrochaeta clavicornis"
"130301","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Macroclymene","Macroclymene santanderensis","Macroclymene santanderensis"
"205077","Animalia","Arthropoda","Malacostraca","Decapoda","Inachidae","Macropodia",NA,"Macropodia"
"107338","Animalia","Arthropoda","Malacostraca","Decapoda","Inachidae","Macropodia","Macropodia deflexa","Macropodia deflexa"
"107345","Animalia","Arthropoda","Malacostraca","Decapoda","Inachidae","Macropodia","Macropodia rostrata","Macropodia rostrata"
"102815","Animalia","Arthropoda","Malacostraca","Amphipoda","Maeridae","Maera","Maera grossimana","Maera grossimana"
"119870","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Leptomysis",NA,"Leptomysis"
"130266","Animalia","Annelida","Polychaeta",NA,"Magelonidae","Magelona","Magelona alleni","Magelona alleni"
"138120","Animalia","Mollusca","Bivalvia","Galeommatida","Lasaeidae","Lepton",NA,"Lepton"
"130270","Animalia","Annelida","Polychaeta",NA,"Magelonidae","Magelona","Magelona minuta","Magelona minuta"
"107347","Animalia","Arthropoda","Malacostraca","Decapoda","Majidae","Maja","Maja brachydactyla","Maja brachydactyla"
"129614","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Malacoceros",NA,"Malacoceros spp."
"131131","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Malacoceros","Malacoceros fuliginosus","Malacoceros fuliginosus"
"338471","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Malacoceros","Malacoceros girardi","Malacoceros girardi"
"147006","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Malmgrenia",NA,"Malmgrenia spp."
"147008","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Malmgrenia","Malmgrenia andreapolis","Malmgrenia andreapolis"
"152276","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Malmgrenia","Malmgrenia arenicolae","Malmgrenia arenicolae"
"152357","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Malmgrenia","Malmgrenia castanea","Malmgrenia castanea"
"863197","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Malmgrenia","Malmgrenia darbouxi","Malmgrenia darbouxi"
"152304","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Malmgrenia","Malmgrenia ljungmani","Malmgrenia ljungmani"
"155194","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Malmgrenia","Malmgrenia lunulata","Malmgrenia lunulata"
"248256","Animalia","Mollusca","Gastropoda","Neogastropoda","Raphitomidae","Leufroyia","Leufroyia leufroyi","Leufroyia leufroyi"
"152267","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Malmgrenia","Malmgrenia marphysae","Malmgrenia marphysae"
"147007","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Malmgrenia","Malmgrenia mcintoshi","Malmgrenia mcintoshi"
"863304","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Malmgrenia","Malmgrenia polypapillata","Malmgrenia polypapillata"
"139265","Animalia","Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Mangelia","Mangelia attenuata","Mangelia attenuata"
"139272","Animalia","Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Mangelia","Mangelia costata","Mangelia costata"
"154073","Animalia","Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Mangelia","Mangelia costulata","Mangelia costulata"
"141291","Animalia","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Manzonia","Manzonia crassa","Manzonia crassa"
"138127","Animalia","Mollusca","Bivalvia","Limida","Limidae","Limatula",NA,"Limatula"
"129281","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Marphysa",NA,"Marphysa"
"130075","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Marphysa","Marphysa sanguinea","Marphysa sanguinea"
"141715","Animalia","Mollusca","Gastropoda","[unassigned] Caenogastropoda","Triphoridae","Marshallora","Marshallora adversa","Marshallora adversa"
"123803","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Marthasterias","Marthasterias glacialis","Marthasterias glacialis"
"110354","Animalia","Annelida","Polychaeta","Echiuroidea","Bonelliidae","Maxmuelleria",NA,"Maxmuelleria"
"110368","Animalia","Annelida","Polychaeta","Echiuroidea","Bonelliidae","Maxmuelleria","Maxmuelleria lankesteri","Maxmuelleria lankesteri"
"129218","Animalia","Annelida","Polychaeta",NA,"Capitellidae","Mediomastus",NA,"Mediomastus"
"423508","Animalia","Arthropoda","Malacostraca","Amphipoda","Melitidae","Megamoera","Megamoera dentata","Megamoera dentata"
"102377","Animalia","Arthropoda","Malacostraca","Amphipoda","Photidae","Megamphopus","Megamphopus cornutus","Megamphopus cornutus"
"137978","Animalia","Mollusca","Gastropoda","Littorinimorpha","Eulimidae","Melanella",NA,"Melanella"
"139832","Animalia","Mollusca","Gastropoda","Littorinimorpha","Eulimidae","Melanella","Melanella alba","Melanella alba"
"129808","Animalia","Annelida","Polychaeta","Terebellida","Melinnidae","Melinna","Melinna palmata","Melinna palmata"
"102843","Animalia","Arthropoda","Malacostraca","Amphipoda","Melitidae","Melita","Melita palmata","Melita palmata"
"101397","Animalia","Arthropoda","Malacostraca","Amphipoda","Melitidae",NA,NA,"Melitidae"
"123920","Animalia","Echinodermata","Asteroidea","Paxillosida","Luidiidae","Luidia","Luidia ciliaris","Luidia ciliaris"
"102981","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Metaphoxus","Metaphoxus fultoni","Metaphoxus fultoni"
"102984","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Metaphoxus","Metaphoxus simplex","Metaphoxus simplex"
"126132","Animalia","Chordata","Actinopteri","Pleuronectiformes","Soleidae","Solea",NA,"Solea spp."
"101471","Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","Microdeutopus",NA,"Microdeutopus"
"102043","Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","Microdeutopus","Microdeutopus anomalus","Microdeutopus anomalus"
"102053","Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","Microdeutopus","Microdeutopus versiculatus","Microdeutopus versiculatus"
"130380","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Micronereis","Micronereis variegata","Micronereis variegata"
"129313","Animalia","Annelida","Polychaeta","Phyllodocida","Microphthalmidae","Microphthalmus",NA,"Microphthalmus"
"324829","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Micropodarke",NA,"Micropodarke"
"102380","Animalia","Arthropoda","Malacostraca","Amphipoda","Microprotopidae","Microprotopus","Microprotopus maculatus","Microprotopus maculatus"
"131138","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Microspio","Microspio mecznikowiana","Microspio mecznikowiana"
"236719","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Mimachlamys","Mimachlamys varia","Mimachlamys varia"
"140461","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Modiolula","Modiolula phaseolina","Modiolula phaseolina"
"138223","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Modiolus",NA,"Modiolus"
"140462","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Modiolus","Modiolus adriaticus","Modiolus adriaticus"
"140464","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Modiolus","Modiolus barbatus","Modiolus barbatus"
"147021","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Moerella","Moerella donacina","Moerella donacina"
"103509","Animalia","Chordata","Ascidiacea","Stolidobranchia","Molgulidae","Molgula",NA,"Molgula"
"148591","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Monocorophium",NA,"Monocorophium"
"148603","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Monocorophium","Monocorophium sextonae","Monocorophium sextonae"
"241154","Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae","Monodaeus","Monodaeus couchii","Monodaeus couchii"
"129141","Animalia","Annelida","Polychaeta","Terebellida","Acrocirridae","Macrochaeta",NA,"Macrochaeta"
"140471","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Musculus","Musculus costulatus","Musculus costulatus"
"506128","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Musculus","Musculus subpictus","Musculus subpictus"
"131907","Animalia","Porifera","Demospongiae","Poecilosclerida","Mycalidae","Mycale",NA,"Mycale"
"168526","Animalia","Porifera","Demospongiae","Poecilosclerida","Mycalidae","Mycale","Mycale (Aegogropila) contarenii","Mycale (Aegogropila) contarenii"
"168587","Animalia","Porifera","Demospongiae","Poecilosclerida","Mycalidae","Mycale","Mycale (Carmia) macilenta","Mycale (Carmia) macilenta"
"129659","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Myrianida",NA,"Myrianida spp."
"140287","Animalia","Mollusca","Bivalvia","Lucinida","Lucinidae","Myrtea","Myrtea spinifera","Myrtea spinifera"
"129341","Animalia","Annelida","Polychaeta",NA,"Magelonidae","Magelona",NA,"Magelona sp."
"119822","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae",NA,NA,"Mysidae"
"130268","Animalia","Annelida","Polychaeta",NA,"Magelonidae","Magelona","Magelona filiformis","Magelona filiformis"
"138228","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus",NA,"Mytilus spp."
"130931","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Myxicola","Myxicola aesthetica","Myxicola aesthetica"
"130932","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Myxicola","Myxicola infundibulum","Myxicola infundibulum"
"131970","Animalia","Porifera","Demospongiae","Poecilosclerida","Myxillidae","Myxilla",NA,"Myxilla sp."
"129352","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Maldane",NA,"Maldane"
"130303","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Maldane","Maldane glebifex","Maldane glebifex"
"118859","Animalia","Arthropoda","Malacostraca","Isopoda","Cirolanidae","Natatolana","Natatolana borealis","Natatolana borealis"
"157496","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Neanthes","Neanthes acuminata","Neanthes acuminata"
"334102","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Neanthes","Neanthes nubila","Neanthes nubila"
"147031","Animalia","Arthropoda","Malacostraca","Leptostraca","Nebaliidae","Nebalia",NA,"Nebalia spp."
"147029","Animalia","Arthropoda","Malacostraca","Leptostraca","Nebaliidae",NA,NA,"Nebaliidae sp."
"107398","Animalia","Arthropoda","Malacostraca","Decapoda","Polybiidae","Necora","Necora puber","Necora puber"
"152391","Animalia","Nemertea",NA,NA,NA,NA,NA,"Nemertea spp."
"129702","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Neoamphitrite",NA,"Neoamphitrite"
"131503","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Neoamphitrite","Neoamphitrite edwardsii","Neoamphitrite edwardsii"
"131504","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Neoamphitrite","Neoamphitrite figulus","Neoamphitrite figulus"
"130359","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys","Nephtys hombergii","Nephtys cf. hombergii"
"130357","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys","Nephtys cirrosa","Nephtys cirrosa"
"22496","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae",NA,NA,"Nereididae"
"130185","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Nereimyra","Nereimyra punctata","Nereimyra punctata"
"102783","Animalia","Arthropoda","Malacostraca","Amphipoda","Megaluropidae","Megaluropus","Megaluropus agilis","Megaluropus agilis"
"129451","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Nereiphylla",NA,"Nereiphylla"
"130659","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Nereiphylla","Nereiphylla rubiginosa","Nereiphylla rubiginosa"
"127383","Animalia","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Nerophis","Nerophis lumbriciformis","Nerophis lumbriciformis"
"131507","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Nicolea","Nicolea venustula","Nicolea venustula"
"139859","Animalia","Mollusca","Gastropoda","Littorinimorpha","Eulimidae","Melanella","Melanella polita","Melanella polita"
"102629","Animalia","Arthropoda","Malacostraca","Amphipoda","Opisidae","Normanion","Normanion chevreuxi","Normanion chevreuxi"
"102630","Animalia","Arthropoda","Malacostraca","Amphipoda","Opisidae","Normanion","Normanion quadrimanus","Normanion quadrimanus"
"102840","Animalia","Arthropoda","Malacostraca","Amphipoda","Melitidae","Melita","Melita hergensis","Melita hergensis"
"130466","Animalia","Annelida","Polychaeta","Eunicida","Onuphidae","Nothria","Nothria britannica","Nothria britannica"
"130467","Animalia","Annelida","Polychaeta","Eunicida","Onuphidae","Nothria","Nothria conchylega","Nothria conchylega"
"129220","Animalia","Annelida","Polychaeta",NA,"Capitellidae","Notomastus",NA,"Notomastus"
"129898","Animalia","Annelida","Polychaeta",NA,"Capitellidae","Notomastus","Notomastus latericeus","Notomastus latericeus"
"129452","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Notophyllum",NA,"Notophyllum"
"130661","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Notophyllum","Notophyllum foliosum","Notophyllum foliosum"
"152414","Animalia","Platyhelminthes",NA,"Polycladida","Notoplanidae","Notoplana","Notoplana atomata","Notoplana atomata"
"488957","Animalia","Arthropoda","Malacostraca","Amphipoda","Atylidae","Nototropis","Nototropis guttatus","Nototropis guttatus"
"488966","Animalia","Arthropoda","Malacostraca","Amphipoda","Atylidae","Nototropis","Nototropis swammerdamei","Nototropis swammerdamei"
"179538","Animalia","Arthropoda","Malacostraca","Amphipoda","Atylidae","Nototropis","Nototropis vedlomensis","Nototropis vedlomensis"
"101571","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa",NA,"Jassa sp."
"140588","Animalia","Mollusca","Bivalvia","Nuculida","Nuculidae","Nucula","Nucula hanleyi","Nucula hanleyi"
"140589","Animalia","Mollusca","Bivalvia","Nuculida","Nuculidae","Nucula","Nucula nitidosa","Nucula nitidosa"
"140590","Animalia","Mollusca","Bivalvia","Nuculida","Nuculidae","Nucula","Nucula nucleus","Nucula nucleus"
"102379","Animalia","Arthropoda","Malacostraca","Amphipoda","Microprotopidae","Microprotopus","Microprotopus longimanus","Microprotopus longimanus"
"129616","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Microspio",NA,"Microspio"
"140405","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Ocenebra","Ocenebra erinaceus","Ocenebra erinaceus"
"140407","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Ocinebrina","Ocinebrina aciculata","Ocinebrina aciculata"
"124639","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Ocnus","Ocnus brunneus","Ocnus brunneus"
"124645","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Ocnus","Ocnus lacteus","Ocnus lacteus"
"124647","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Ocnus","Ocnus planci","Ocnus planci"
"129716","Animalia","Annelida","Polychaeta","Terebellida","Trichobranchidae","Octobranchus",NA,"Octobranchus"
"131571","Animalia","Annelida","Polychaeta","Terebellida","Trichobranchidae","Octobranchus","Octobranchus lingulatus","Octobranchus lingulatus"
"131325","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Odontosyllis","Odontosyllis ctenostoma","Odontosyllis ctenostoma"
"131327","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Odontosyllis","Odontosyllis fulgurans","Odontosyllis fulgurans"
"131328","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Odontosyllis","Odontosyllis gibba","Odontosyllis gibba"
"138413","Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Odostomia",NA,"Odostomia spp."
"2036","Animalia","Annelida","Clitellata",NA,NA,NA,NA,"Oligochaeta spp."
"138288","Animalia","Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Onchidoris",NA,"Onchidoris"
"141320","Animalia","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Onoba","Onoba semicostata","Onoba semicostata"
"130490","Animalia","Annelida","Polychaeta",NA,"Opheliidae","Ophelia","Ophelia bicornis","Ophelia bicornis"
"130491","Animalia","Annelida","Polychaeta",NA,"Opheliidae","Ophelia","Ophelia borealis","Ophelia borealis"
"130497","Animalia","Annelida","Polychaeta",NA,"Opheliidae","Ophelia","Ophelia roscoffensis","Ophelia roscoffensis"
"125027","Animalia","Echinodermata","Ophiuroidea","Ophiacanthida","Ophiotomidae","Ophiocomina","Ophiocomina nigra","Ophiocomina nigra"
"124850","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiocten","Ophiocten affinis","Ophiocten affinis"
"130540","Animalia","Annelida","Polychaeta",NA,"Oweniidae","Myriochele","Myriochele danielsseni","Myriochele danielsseni"
"125131","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiotrichidae","Ophiothrix","Ophiothrix fragilis","Ophiothrix fragilis"
"123574","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura",NA,"Ophiura"
"124913","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura","Ophiura albida","Ophiura albida"
"124929","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura","Ophiura ophiura","Ophiura ophiura"
"382226","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,"Opisthobranchia"
"130683","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Pseudomystides","Pseudomystides limbata","Pseudomystides limbata"
"129661","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Opisthodonta",NA,"Opisthodonta spp."
"129420","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Orbinia",NA,"Orbinia"
"130522","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Orbinia","Orbinia latreillii","Orbinia latreillii"
"130523","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Orbinia","Orbinia sertulata","Orbinia sertulata"
"102665","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Orchomene","Orchomene humilis","Orchomene humilis"
"102626","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Nannonyx","Nannonyx spinimanus","Nannonyx spinimanus"
"836033","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Magallana","Magallana gigas","Magallana gigas"
"534781","Animalia","Arthropoda","Malacostraca","Amphipoda","Maeridae","Othomaera","Othomaera othonis","Othomaera othonis"
"130544","Animalia","Annelida","Polychaeta",NA,"Oweniidae","Owenia","Owenia fusiformis","Owenia fusiformis"
"710680","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Oxydromus","Oxydromus flexuosus","Oxydromus flexuosus"
"340203","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Oxydromus","Oxydromus pallidus","Oxydromus pallidus"
"106854","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus",NA,"Pagurus spp."
"107232","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","Pagurus bernhardus","Pagurus bernhardus"
"107235","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","Pagurus cuanensis","Pagurus cuanensis"
"107032","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon",NA,"Palaemon"
"107615","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon longirostris","Palaemon longirostris"
"131502","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Neoamphitrite","Neoamphitrite affinis","Neoamphitrite affinis"
"107616","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon serratus","Palaemon serratus"
"107647","Animalia","Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalina","Pandalina brevirostris","Pandalina brevirostris"
"743514","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Neogyptis","Neogyptis rosea","Neogyptis rosea"
"1417307","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Papillicardium","Papillicardium minimum","Papillicardium minimum"
"181349","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Papillicardium","Papillicardium papillosum","Papillicardium papillosum"
"136022","Animalia","Annelida",NA,"Sipuncula","Golfingiidae","Nephasoma",NA,"Nephasoma spp."
"124316","Animalia","Echinodermata","Echinoidea","Camarodonta","Parechinidae","Paracentrotus","Paracentrotus lividus","Paracentrotus lividus"
"129433","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Paradoneis",NA,"Paradoneis"
"130579","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Paradoneis","Paradoneis armata","Paradoneis armata"
"130584","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Paradoneis","Paradoneis ilvana","Paradoneis ilvana"
"130585","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Paradoneis","Paradoneis lyra","Paradoneis lyra"
"324970","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Paragattyana",NA,"Paragattyana"
"119001","Animalia","Arthropoda","Malacostraca","Isopoda","Gnathiidae","Paragnathia","Paragnathia formica","Paragnathia formica"
"1474372","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Paraleptopentacta","Paraleptopentacta elongata","Paraleptopentacta elongata"
"152454","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Paramphitrite","Paramphitrite birulai","Paramphitrite birulai"
"119892","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Paramysis",NA,"Paramysis sp."
"130662","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Paranaitis","Paranaitis kosteriensis","Paranaitis kosteriensis"
"118510","Animalia","Arthropoda","Malacostraca","Isopoda","Paranthuridae","Paranthura","Paranthura nigropunctata","Paranthura nigropunctata"
"325958","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Parasabella",NA,"Parasabella"
"129379","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Nereis",NA,"Nereis spp."
"131512","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Parathelepus","Parathelepus collaris","Parathelepus collaris"
